rowID,studyID,armID,study_name,manga,study_year,pub_year,drug_name,Ntotal,Published,age_mean,age_sd,_Female,Dosing_schedule,Dose_range,Sponsoredbythisdrugcompanyo,Investigational_Comparator,ascale,baseline_mean,V,mean_efficacy,Imputation,Responders,IMPUTEDresp,Unpublished,Recruitment,type,Patient_status,Placebo_run_in,weeks,Rescue_med,Sequence_generation,Allocation_concealment,Blinding_participant,Blinding_therapist,Blinding_assessor,AP,Selective_reporting_bias,dropoutSTUDY,dropoutARM,dropoutDIFF,OverallRoB,PLAresp,Narms,PLAprop,Overall_arm_RoB,bipolar,PC,PLAprob,PC2,PC3,t,RiskOfBias
am29,37,1,Hicks1988,0,1988,1988,amit,16,R imputed from pub data and no or inadequate unpub data,42,,,Flexible,Licensed,No,Comparator,HAMD17,31,6,9,Others,11,1,No,North America,Single center,Inpatients only,Yes,6,Unclear,Low risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,Moderate risk,,3,0,Moderate risk,0,1,0,0,1,amit,l
am32,38,2,Paykel1988,0,1988,1988,Plac,55,R imputed from pub data and no or inadequate unpub data,,,,Flexible,Licensed,No,Comparator,HAMD17,16,6,9,Others,23,1,No,Europe,Multi-center,Outpatients only,Unclear,6,Yes,Low risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Unclear risk of bias,,,,Moderate risk,0,2,1,Moderate risk,0,1,1,1,0,Plac,l
am31,38,1,Paykel1988,0,1988,1988,amit,45,R imputed from pub data and no or inadequate unpub data,,,,Flexible,Licensed,No,Investigational,HAMD17,16,6,6,Others,28,1,No,Europe,Multi-center,Outpatients only,Unclear,6,Yes,Low risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Unclear risk of bias,,,,Moderate risk,,2,1,Moderate risk,0,1,1,1,0,amit,l
am34,39,2,Gelenberg1990,0,1990,1990,Plac,22,R imputed from pub data and no or inadequate unpub data,,,,Flexible,Licensed,No,Comparator,HAMD21,24,6,,OC,6,1,No,North America,Single center,Outpatients only,Yes,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,Moderate risk,0,3,0,Moderate risk,0,1,0,0,1,Plac,l
am33,39,1,Gelenberg1990,0,1990,1990,amit,19,R imputed from pub data and no or inadequate unpub data,,,,Flexible,Licensed,No,Comparator,HAMD21,25,6,,OC,6,1,No,North America,Single center,Outpatients only,Yes,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,1,0,Moderate risk,,3,0,Moderate risk,0,1,0,0,1,amit,l
am40,42,2,Bakish1992,0,1992,1992,Plac,56,R from pub data and no or inadequate unpub data,44,11,,Flexible,Licensed,No,Comparator,HAMD17,23,6,,Others,20,0,No,North America,Multi-center,Outpatients only,Yes,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,1,0,Moderate risk,0,3,0,Moderate risk,1,1,0,0,1,Plac,l
am39,42,1,Bakish1992,0,1992,1992,amit,58,R from pub data and no or inadequate unpub data,42,9,,Flexible,Licensed,No,Comparator,HAMD17,23,6,,Others,34,0,No,North America,Multi-center,Outpatients only,Yes,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,Moderate risk,,3,0,Moderate risk,1,1,0,0,1,amit,l
am42,43,2,Katz1993a,0,1993,1993,Plac,94,R imputed from pub data and no or inadequate unpub data,45,,,Flexible,Licensed,No,Comparator,HAMD17,25,4,-9,Others,30,1,No,,Unclear,Other/Unclear/Not stated,Yes,4,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Unclear risk of bias,,,,Moderate risk,0,3,0,Moderate risk,0,1,0,0,1,Plac,l
am41,43,1,Katz1993a,0,1993,1993,amit,95,R imputed from pub data and no or inadequate unpub data,43,,,Flexible,Licensed,No,Comparator,HAMD17,24,4,-13,Others,51,1,No,,Unclear,Other/Unclear/Not stated,Yes,4,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Unclear risk of bias,,,,Moderate risk,,3,0,Moderate risk,0,1,0,0,1,amit,l
am46,45,2,Kusalic1993,0,1993,1993,Plac,15,R from pub data and no or inadequate unpub data,41,10,,Flexible,Licensed,No,Unclear,HAMD17,,6,,Others,6,0,No,North America,Unclear,Outpatients only,Yes,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Unclear risk of bias,,,,Moderate risk,0,3,0,Moderate risk,0,1,0,0,1,Plac,l
am45,45,1,Kusalic1993,0,1993,1993,amit,13,R from pub data and no or inadequate unpub data,41,10,,Flexible,Licensed,No,Unclear,HAMD17,,6,,Others,10,0,No,North America,Unclear,Outpatients only,Yes,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Unclear risk of bias,,,,Moderate risk,,3,0,Moderate risk,0,1,0,0,1,amit,l
am48,46,2,Wilcox1994,0,1994,1994,Plac,49,R from pub data and no or inadequate unpub data,40,,,Flexible,Licensed,No,Comparator,HAMD17,24,6,17,Others,10,0,No,North America,Single center,Outpatients only,Yes,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,1,0,Moderate risk,0,3,0,Moderate risk,0,1,0,0,1,Plac,l
am47,46,1,Wilcox1994,0,1994,1994,amit,50,R from pub data and no or inadequate unpub data,40,,,Flexible,Licensed,No,Comparator,HAMD17,24,6,12,Others,22,0,No,North America,Single center,Outpatients only,Yes,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,Moderate risk,,3,0,Moderate risk,0,1,0,0,1,amit,l
am50,47,2,Mynors-Wallis1995,0,1995,1995,Plac,30,R imputed from pub data and no or inadequate unpub data,37,10,,Fixed,Licensed,No,Comparator,HAMD17,18,6,14,Others,5,1,No,Europe,Single center,Outpatients only,Unclear,12,Unclear,Low risk of bias,Low risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,1,0,Moderate risk,0,3,0,Moderate risk,0,1,0,0,1,Plac,l
am49,47,1,Mynors-Wallis1995,0,1995,1995,amit,31,R imputed from pub data and no or inadequate unpub data,37,11,,Fixed,Licensed,No,Comparator,HAMD17,19,6,10,Others,12,1,No,Europe,Single center,Outpatients only,Unclear,12,Unclear,Low risk of bias,Low risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,Moderate risk,,3,0,Moderate risk,0,1,0,0,1,amit,l
b07,49,2,Kane1983,0,1983,1983,Plac,7,R imputed from pub data and no or inadequate unpub data,64,7,,Flexible,Licensed,No,Comparator,HAMDunspecified,26,,,OC,2,1,No,North America,Multi-center,Other/Unclear/Not stated,Yes,4,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,Low risk,0,4,0,Low risk,0,1,0,0,1,Plac,l
b05,49,1,Kane1983,0,1983,1983,bupr,13,R imputed from pub data and no or inadequate unpub data,64,7,,Flexible,Licensed,Unclear,Investigational,HAMDunspecified,24,4,14,OC,4,1,No,North America,Multi-center,Other/Unclear/Not stated,Yes,4,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,Low risk,,4,0,Moderate risk,0,1,0,0,1,bupr,l
b09,50,2,Feighner1984,0,1984,1984,Plac,22,R from pub data and no or inadequate unpub data,49,,,Flexible,Licensed,No,Comparator,HAMD21,28,4,21,Others,2,0,No,North America,Unclear,Inpatients only,No,4,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,Moderate risk,0,2,0,Moderate risk,0,1,1,1,0,Plac,l
b08,50,1,Feighner1984,0,1984,1984,bupr,45,R from pub data and no or inadequate unpub data,44,,,Flexible,Licensed,Yes,Investigational,HAMD21,31,4,12,Others,27,0,No,North America,Unclear,Inpatients only,No,4,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,Moderate risk,,2,0,Moderate risk,0,1,1,1,0,bupr,l
b13,51,2,Lineberry1990 (WELL 84A),0,1988,1990,Plac,112,R can come both from pub and unpub data and match,41,,,Fixed,Licensed,No,Comparator,HAMD21,27,6,18,Others,36,0,Yes,North America,Multi-center,Outpatients only,Yes,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,0,0,0,Moderate risk,0,2,1,Moderate risk,0,1,1,1,0,Plac,l
b12,51,1,Lineberry1990 (WELL 84A),0,1988,1990,bupr,112,R can come both from pub and unpub data and match,42,,,Fixed,Licensed,Yes,Investigational,HAMD21,27,6,15,Others,56,0,Yes,North America,Multi-center,Outpatients only,Yes,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,,0,0,Moderate risk,,2,1,Moderate risk,0,1,1,1,0,bupr,l
b15,52,2,Feighner1991,1,1991,1991,bupr,61,R from pub data and no or inadequate unpub data,41,,,Flexible,Licensed,Yes,Investigational,HAMD17,25,6,11,Others,37,0,No,North America,Multi-center,Outpatients only,Yes,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Unclear risk of bias,0,0,0,Moderate risk,,2,0,Moderate risk,0,0,0,0,0,bupr,l
b14,52,1,Feighner1991,1,1991,1991,fluo,62,R from pub data and no or inadequate unpub data,43,,,Flexible,Licensed,No,Comparator,HAMD17,26,6,13,Others,35,0,No,North America,Multi-center,Outpatients only,Yes,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Unclear risk of bias,,0,0,Moderate risk,,2,0,Moderate risk,0,0,0,0,0,fluo,l
b16,53,1,Weisler1994,0,1994,1994,bupr,63,R from pub data and no or inadequate unpub data,40,,,Flexible,Licensed,Yes,Investigational,HAMD21,26,6,13,Others,33,0,No,North America,Multi-center,Outpatients only,Yes,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,Moderate risk,,2,0,Moderate risk,0,0,0,0,0,bupr,l
b17,53,2,Weisler1994,0,1994,1994,traz,61,R from pub data and no or inadequate unpub data,41,,,Flexible,Licensed,No,Comparator,HAMD21,25,6,14,Others,21,0,No,North America,Multi-center,Outpatients only,Yes,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,Moderate risk,,2,0,Moderate risk,0,0,0,0,0,traz,l
b18,54,1,"Reimherr1998 (WELL203, FDA203)",0,1991,1998,Plac,121,Inadequate pub data and R from unpub data,40,12,,Fixed,Licensed,No,Comparator,HAMD17,23,8,-8,Others,41,0,Yes,North America,Multi-center,Outpatients only,Yes,8,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,,0,0,Moderate risk,0,3,0,Moderate risk,0,1,0,0,1,Plac,l
b20,54,2,"Reimherr1998 (WELL203, FDA203)",0,1991,1998,bupr,120,Inadequate pub data and R from unpub data,39,11,,Fixed,Licensed,Yes,Investigational,HAMD17,23,8,-10,Others,52,0,Yes,North America,Multi-center,Outpatients only,Yes,8,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,0,0,0,Moderate risk,,3,0,Moderate risk,0,1,0,0,1,bupr,l
b25,56,2,Coleman1999 (AK1A4002),1,1998,1999,Plac,124,R can come both from pub and unpub data and match,39,11,,Flexible,Licensed,No,Comparator,HAMD31,34,8,-17,Others,66,0,Yes,North America,Multi-center,Outpatients only,Unclear,8,No,Low risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,,0,0,Moderate risk,1,3,0,Moderate risk,0,1,0,0,1,Plac,l
b24,56,1,Coleman1999 (AK1A4002),1,1998,1999,sert,118,R can come both from pub and unpub data and match,38,12,,Flexible,Licensed,No,Comparator,HAMD31,35,8,-20,Others,67,0,Yes,North America,Multi-center,Outpatients only,Unclear,8,No,Low risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,,0,0,Moderate risk,,3,0,Moderate risk,0,1,0,0,1,sert,l
b29,57,3,Croft1999 (AK1A4001),0,1998,1999,Plac,121,R can come both from pub and unpub data and match,37,11,,Flexible,Licensed,No,Comparator,HAMD29,32,8,-14,Others,50,0,Yes,North America,Multi-center,Other/Unclear/Not stated,No,8,No,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,Low risk of bias,Low risk of bias,0,0,0,Low risk,0,3,0,Low risk,0,1,0,0,1,Plac,l
b27,57,1,Croft1999 (AK1A4001),1,1998,1999,sert,119,R can come both from pub and unpub data and match,36,10,,Flexible,Licensed,No,Comparator,HAMD29,33,8,-19,Others,79,0,Yes,North America,Multi-center,Other/Unclear/Not stated,No,8,No,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,Low risk of bias,Low risk of bias,,0,0,Low risk,,3,0,Low risk,0,1,0,0,1,sert,l
b34,58,3,Coleman2001 (AK1A4007),1,2000,2001,Plac,152,R can come both from pub and unpub data and match,37,11,,Flexible,Licensed,No,Comparator,HAMD21,24,8,-11,Others,73,0,Yes,North America,Multi-center,Outpatients only,No,8,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,0,0,0,Moderate risk,0,3,0,Moderate risk,0,1,0,0,1,Plac,l
b33,58,2,Coleman2001 (AK1A4007),1,2000,2001,bupr,150,R can come both from pub and unpub data and match,37,11,,Flexible,Licensed,Yes,Investigational,HAMD21,25,8,-13,Others,76,0,Yes,North America,Multi-center,Outpatients only,No,8,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,,0,0,Moderate risk,,3,0,Moderate risk,0,1,0,0,1,bupr,l
b32,58,1,Coleman2001 (AK1A4007),1,2000,2001,fluo,154,R can come both from pub and unpub data and match,37,11,,Flexible,Licensed,No,Comparator,HAMD21,25,8,-13,Others,83,0,Yes,North America,Multi-center,Outpatients only,No,8,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,,0,0,Moderate risk,,3,0,Moderate risk,0,1,0,0,1,fluo,l
b35,59,1,Caligiuri2003,0,2000,2003,bupr,7,R imputed from pub data and no or inadequate unpub data,42,10,,Flexible,Licensed,No,Unclear,HAMD17,18,8,-9,Others,3,1,No,North America,Single center,Outpatients only,Unclear,9,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Unclear risk of bias,,,,Moderate risk,,3,0,Moderate risk,1,0,0,0,0,bupr,l
b36,59,2,Caligiuri2003,0,2000,2003,sert,9,R imputed from pub data and no or inadequate unpub data,42,10,,Flexible,Licensed,No,Unclear,HAMD17,18,8,-9,Others,4,1,No,North America,Single center,Outpatients only,Unclear,8,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Unclear risk of bias,,,,Moderate risk,,3,0,Moderate risk,1,0,0,0,0,sert,l
b39,61,1,Thase2006 (WELL 100368),1,2005,2006,bupr,171,Inadequate pub data and R from unpub data,37,12,,Flexible,Licensed,Yes,Investigational,HAMD17,25,9,-12,LOCF,86,0,Yes,North America,Multi-center,Outpatients only,Unclear,12,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,,0,0,Moderate risk,,2,0,Moderate risk,0,0,0,0,0,bupr,l
b40,61,2,Thase2006 (WELL 100368),1,2006,2006,venl,177,Inadequate pub data and R from unpub data,37,12,,Flexible,Licensed,No,Comparator,HAMD17,24,9,-12,LOCF,82,0,Yes,North America,Multi-center,Outpatients only,Unclear,12,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,0,0,0,Moderate risk,,2,0,Moderate risk,0,0,0,0,0,venl,l
b43,62,3,Clayton2006b (WELL AK130927),1,2004,2006,Plac,141,R from pub data and no or inadequate unpub data,35,12,,Flexible,Licensed,No,Comparator,HAMD17,24,8,-12,Others,69,0,Yes,North America,Multi-center,Outpatients only,Unclear,8,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,0,0,0,Moderate risk,0,3,0,Moderate risk,0,1,0,0,1,Plac,l
b42,62,2,Clayton2006b (WELL AK130927),1,2004,2006,bupr,141,R from pub data and no or inadequate unpub data,37,12,,Flexible,Licensed,Yes,Investigational,HAMD17,25,8,-13,Others,82,0,Yes,North America,Multi-center,Outpatients only,Unclear,8,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,,0,0,Moderate risk,,3,0,Moderate risk,0,1,0,0,1,bupr,l
b41,62,1,Clayton2006b (WELL AK130927),1,2004,2006,esci,138,R from pub data and no or inadequate unpub data,35,10,,Flexible,Licensed,Unclear,Comparator,HAMD17,24,8,-14,Others,90,0,Yes,North America,Multi-center,Outpatients only,Unclear,8,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,,0,0,Moderate risk,,3,0,Moderate risk,0,1,0,0,1,esci,l
b46,63,3,Clayton2006a (WELL AK130926),1,2004,2006,Plac,137,R from pub data and no or inadequate unpub data,37,11,,Flexible,Licensed,No,Comparator,HAMD17,,,-12,Others,64,0,Yes,North America,Multi-center,Outpatients only,Unclear,8,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,0,0,0,Moderate risk,0,3,0,Moderate risk,0,1,0,0,1,Plac,l
b44,63,1,Clayton2006a (WELL AK130926),1,2004,2006,bupr,138,R from pub data and no or inadequate unpub data,37,13,,Flexible,Licensed,Yes,Investigational,HAMD17,,8,-13,Others,81,0,Yes,North America,Multi-center,Outpatients only,Unclear,8,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,,0,0,Moderate risk,,3,0,Moderate risk,0,1,0,0,1,bupr,l
b45,63,2,Clayton2006a (WELL AK130926),1,2004,2006,esci,149,R from pub data and no or inadequate unpub data,36,12,,Flexible,Licensed,Unclear,Comparator,HAMD17,,8,-13,Others,82,0,Yes,North America,Multi-center,Outpatients only,Unclear,8,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,,0,0,Moderate risk,,3,0,Moderate risk,0,1,0,0,1,esci,l
b49,64,1,Jefferson2006,0,2006,2006,Plac,139,R from pub data and no or inadequate unpub data,40,,,Flexible,Licensed,No,Comparator,Other,46,8,-18,LOCF,52,0,No,North America,Multi-center,Outpatients only,Unclear,8,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,Moderate risk,0,2,1,Moderate risk,0,1,1,1,0,Plac,l
b50,64,2,Jefferson2006,0,2006,2006,bupr,135,R from pub data and no or inadequate unpub data,40,,,Flexible,Licensed,Yes,Investigational,Other,46,8,-21,LOCF,70,0,No,North America,Multi-center,Outpatients only,Unclear,8,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,Moderate risk,,2,1,Moderate risk,0,1,1,1,0,bupr,l
b53,65,3,Hewett2009 (WXL101497),1,2005,2009,Plac,199,R can come both from pub and unpub data but do not match,42,12,,Flexible,Licensed,No,Comparator,MADRS,30,8,-14,LOCF,91,0,Yes,,Multi-center,Outpatients only,Yes,12,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,0,0,0,Low risk,0,3,0,Low risk,0,1,0,0,1,Plac,l
b52,65,2,Hewett2009 (WXL101497),1,2005,2009,venl,189,R can come both from pub and unpub data but do not match,43,11,,Flexible,Licensed,No,Comparator,MADRS,30,8,-17,LOCF,120,0,Yes,,Multi-center,Outpatients only,Yes,12,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,,0,0,Low risk,,3,0,Low risk,0,1,0,0,1,venl,l
