studyID,armID,study_name,manga,study_year,pub_year,drug_name,Responders,Ntotal,Published,age_mean,age_sd,_Female,Dosing_schedule,Dose_range,Sponsoredbythisdrugcompanyo,Investigational_Comparator,baseline_mean,V,mean_efficacy,Imputation,IMPUTEDresp,Unpublished,type,Patient_status,Placebo_run_in,weeks,Rescue_med,Sequence_generation,Allocation_concealment,Blinding_participant,Blinding_therapist,Blinding_assessor,AP,Selective_reporting_bias,dropoutSTUDY,dropoutARM,dropoutDIFF,RoB,OverallRoB,Narms,PLAprop,Overall_arm_RoB,PC,PLAprob,PC2,PC3,t,rowID
350,1,"Moller1993 (Stuppaeck1994, MY-059.073/29060/1)",0,1989,1993,paro,43,78,R can come both from pub and unpub data and match,48,12,,Flexible,Licensed,Yes,Investigational,29,6,-16,Others,0,Yes,Multi-center,Inpatients only,Yes,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,,0,0,m,Moderate risk,2,0,Moderate risk,0,0,0,0,paro,p099
351,2,Christiansen1996,0,1996,1996,amit,48,73,R from pub data and no or inadequate unpub data,,,,Flexible,Licensed,Unclear,Comparator,24,8,7,Others,0,No,Multi-center,Outpatients only,Unclear,8,Unclear,Low risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,l,Low risk,2,0,Moderate risk,0,0,0,0,amit,p102
351,1,Christiansen1996,0,1996,1996,paro,46,71,R from pub data and no or inadequate unpub data,,,,Flexible,Licensed,Unclear,Investigational,24,8,8,Others,0,No,Multi-center,Outpatients only,Unclear,8,Unclear,Low risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,l,Low risk,2,0,Moderate risk,0,0,0,0,paro,p101
356,2,Ravindran1997 (MY-1055/BRL-029060/1/CPMS-245 PAR 245),0,1994,1997,clom,317,506,R can come both from pub and unpub data and match,42,13,1,Flexible,Licensed,No,Comparator,29,8,-17,Others,0,Yes,Multi-center,Other/Unclear/Not stated,Yes,12,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,0,0,0,m,Moderate risk,2,0,Moderate risk,0,0,0,0,clom,p115
356,1,Ravindran1997 (MY-1055/BRL-029060/1/CPMS-245 PAR 245),0,1994,1997,paro,328,513,R can come both from pub and unpub data and match,43,13,1,Flexible,Licensed,Yes,Investigational,30,8,-17,Others,0,Yes,Multi-center,Other/Unclear/Not stated,Yes,12,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,,0,0,m,Moderate risk,2,0,Moderate risk,0,0,0,0,paro,p114
359,2,Chouinard1999 (29060/131),1,1999,1999,fluo,67,101,R can come both from pub and unpub data and match,41,11,,Flexible,Licensed,No,Comparator,25,12,-15,Others,0,Yes,Multi-center,Other/Unclear/Not stated,Yes,12,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,Low risk of bias,Low risk of bias,0,0,0,l,Low risk,2,0,Low risk,0,0,0,0,fluo,p122
359,1,Chouinard1999 (29060/131),1,1999,1999,paro,67,102,R can come both from pub and unpub data and match,41,11,,Flexible,Licensed,Yes,investigational,26,12,-14,Others,0,Yes,Multi-center,Other/Unclear/Not stated,Yes,12,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,Low risk of bias,Low risk of bias,,0,0,l,Low risk,2,0,Moderate risk,0,0,0,0,paro,p121
360,1,Tsutsui2000,0,2000,2000,paro,65,116,R from pub data and no or inadequate unpub data,39,14,,Flexible,Licensed,Yes,Investigational,24,6,-12,Others,0,No,Multi-center,Both,No,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,High risk of bias,Low risk of bias,,0,0,l,Low risk,2,0,Moderate risk,0,0,0,0,paro,p123
360,2,Tsutsui2000,0,2000,2000,traz,45,109,R from pub data and no or inadequate unpub data,39,13,,Flexible,Licensed,No,Comparator,24,6,-10,Others,0,No,Multi-center,Both,No,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,High risk of bias,Low risk of bias,0,0,0,l,Low risk,2,0,Low risk,0,0,0,0,traz,p124
361,2,Miura2000,0,2000,2000,amit,54,119,R from pub data and no or inadequate unpub data,47,14,,Flexible,Licensed,No,Comparator,24,6,-11,Others,0,No,Multi-center,Both,No,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,High risk of bias,Low risk of bias,0,0,0,l,Low risk,2,0,Low risk,0,0,0,0,amit,p126
361,1,Miura2000,0,2000,2000,paro,42,109,R from pub data and no or inadequate unpub data,46,14,,Flexible,Licensed,Yes,Investigational,24,6,-9,Others,0,No,Multi-center,Both,No,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,High risk of bias,Low risk of bias,,0,0,l,Low risk,2,0,Moderate risk,0,0,0,0,paro,p125
364,2,Cassano2002 (29060/421),1,2002,2002,fluo,35,119,R imputed from pub data and no or inadequate unpub data,75,7,,Flexible,Licensed,No,Comparator,23,6,16,Others,1,Yes,Multi-center,Outpatients only,Yes,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,High risk of bias,Unclear risk of bias,0,0,0,m,Moderate risk,2,0,Moderate risk,0,0,0,0,fluo,p136
364,1,Cassano2002 (29060/421),1,2002,2002,paro,50,123,R imputed from pub data and no or inadequate unpub data,76,7,,Flexible,Licensed,Yes,Investigational,23,6,13,Others,1,Yes,Multi-center,Outpatients only,Yes,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,High risk of bias,Unclear risk of bias,,0,0,m,Moderate risk,2,0,Moderate risk,0,0,0,0,paro,p135
383,2,Bosc1997b (Study 016 - Massana 1999),1,1993,1997,fluo,64,89,R can come both from pub and unpub data but do not match,44,12,1,Flexible,Licensed,No,Comparator,27,8,11,Others,0,Yes,Multi-center,Both,Unclear,8,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Unclear risk of bias,Low risk of bias,0,0,0,m,Moderate risk,2,0,Moderate risk,0,0,0,0,fluo,r08
383,1,Bosc1997b (Study 016 - Massana 1999),1,1993,1997,rebo,59,79,R can come both from pub and unpub data but do not match,44,13,1,Flexible,Licensed,Yes,Investigational,29,8,9,Others,0,Yes,Multi-center,Both,Unclear,8,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Unclear risk of bias,Low risk of bias,,0,0,m,Moderate risk,2,0,Moderate risk,0,0,0,0,rebo,r07
389,2,Baldwin2006a (97-CRBX-052 - Study 052),0,2000,2006,paro,100,166,Inadequate pub data and R from unpub data,45,11,1,Flexible,Licensed,No,Comparator,24,8,-13,Others,0,Yes,Multi-center,Other/Unclear/Not stated,Unclear,8,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,0,0,0,m,Moderate risk,2,0,Moderate risk,0,0,0,0,paro,r24
389,1,Baldwin2006a (97-CRBX-052 - Study 052),0,2000,2006,rebo,80,159,Inadequate pub data and R from unpub data,42,12,1,Flexible,Licensed,Yes,Investigational,24,8,-12,Others,0,Yes,Multi-center,Other/Unclear/Not stated,Unclear,8,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,,0,0,m,Moderate risk,2,0,High risk,0,0,0,0,rebo,r23
392,2,Study 043,1,2006,2006,cita,98,176,No pub data and R from unpub data,42,12,1,Flexible,Licensed,No,Comparator,27,6,-15,LOCF,0,Yes,Multi-center,Outpatients only,Unclear,24,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Unclear risk of bias,0,0,0,m,Moderate risk,2,0,Moderate risk,0,0,0,0,cita,r32
392,1,Study 043,1,2006,2006,rebo,77,183,No pub data and R from unpub data,43,13,1,Flexible,Licensed,Yes,Investigational,27,6,-13,LOCF,0,Yes,Multi-center,Outpatients only,Unclear,24,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Unclear risk of bias,,0,0,m,Moderate risk,2,0,Moderate risk,0,0,0,0,rebo,r31
393,1,Schwartz2002 (iQWIG),0,2002,2002,rebo,45,80,R from pub data and no or inadequate unpub data,42,,1,Flexible,Licensed,Unclear,Investigational,29,8,13,Others,0,No,Multi-center,Other/Unclear/Not stated,Unclear,8,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,,,m,Moderate risk,2,0,Moderate risk,0,0,0,0,rebo,r33
393,2,Schwartz2002 (iQWIG),0,2002,2002,venl,48,87,R from pub data and no or inadequate unpub data,42,,1,Flexible,Licensed,Unclear,Unclear,29,8,12,Others,0,No,Multi-center,Other/Unclear/Not stated,Unclear,8,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,,,m,Moderate risk,2,0,Moderate risk,0,0,0,0,venl,r34
395,2,Studie032 (M2020/0032),0,2001,,fluo,23,42,No pub data and R from unpub data,36,13,1,Flexible,Licensed,No,Comparator,28,8,-15,LOCF,0,Yes,Multi-center,Both,Yes,8,Yes,Low risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,0,0,0,l,Low risk,2,0,Low risk,0,0,0,0,fluo,r38
395,1,Studie032 (M2020/0032),0,2001,,rebo,21,43,No pub data and R from unpub data,41,15,1,Flexible,Licensed,Yes,Investigational,27,8,-14,LOCF,0,Yes,Multi-center,Both,Yes,8,Yes,Low risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,,0,0,l,Low risk,2,0,Moderate risk,0,0,0,0,rebo,r37
397,2,Cohn1990,0,1990,1990,amit,40,80,R from pub data and no or inadequate unpub data,71,,0,Flexible,Licensed,No,Unclear,25,8,-14,Others,0,No,Multi-center,Outpatients only,Yes,8,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,1,0,m,Moderate risk,2,0,Moderate risk,0,0,0,0,amit,s05
397,1,Cohn1990,0,1990,1990,sert,84,161,R from pub data and no or inadequate unpub data,70,,0,Flexible,Licensed,Unclear,Unclear,24,8,-13,Others,0,No,Multi-center,Outpatients only,Yes,8,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,m,Moderate risk,2,0,Moderate risk,0,0,0,0,sert,s04
398,2,Aguglia1993,1,1993,1993,fluo,26,56,R imputed from pub data and no or inadequate unpub data,59,17,,Flexible,Licensed,No,Comparator,25,8,11,Others,1,No,Multi-center,Outpatients only,Yes,8,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,High risk of bias,Low risk of bias,0,1,0,m,Moderate risk,2,0,Moderate risk,0,0,0,0,fluo,s07
398,1,Aguglia1993,1,1993,1993,sert,35,52,R imputed from pub data and no or inadequate unpub data,58,16,,Flexible,Licensed,No,Investigational,25,8,9,Others,1,No,Multi-center,Outpatients only,Yes,8,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,High risk of bias,Low risk of bias,,0,0,m,Moderate risk,2,0,Moderate risk,0,0,0,0,sert,s06
399,2,Bersani1994,0,1994,1994,amit,17,34,R imputed from pub data and no or inadequate unpub data,47,12,1,Flexible,Licensed,Unclear,Comparator,32,8,16,OC,1,No,Unclear,Outpatients only,Unclear,8,No,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,l,Low risk,2,0,Moderate risk,0,0,0,0,amit,s09
399,1,Bersani1994,0,1994,1994,sert,18,34,R imputed from pub data and no or inadequate unpub data,47,12,1,Flexible,Licensed,Unclear,Investigational,33,8,16,OC,1,No,Unclear,Outpatients only,Unclear,8,No,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,l,Low risk,2,0,Moderate risk,0,0,0,0,sert,s08
400,2,Moon1994,0,1994,1994,clom,29,55,R from pub data and no or inadequate unpub data,45,,1,Flexible,Licensed,No,Comparator,23,6,-11,Others,0,No,Multi-center,Outpatients only,Yes,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,,,m,Moderate risk,,0,Moderate risk,0,0,0,0,clom,s11
400,1,Moon1994,0,1994,1994,sert,28,51,R from pub data and no or inadequate unpub data,42,,0,Flexible,Licensed,Yes,Investigational,24,6,-13,Others,0,No,Multi-center,Outpatients only,Yes,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,,,m,Moderate risk,,0,Moderate risk,0,0,0,0,sert,s10
402,2,Bennie1995,1,1995,1995,fluo,63,144,R from pub data and no or inadequate unpub data,50,,,Flexible,Licensed,No,Comparator,23,6,13,Others,0,No,Multi-center,Outpatients only,Yes,6,Yes,Low risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Unclear risk of bias,0,0,0,l,Low risk,2,0,Low risk,0,0,0,0,fluo,s15
402,1,Bennie1995,1,1995,1995,sert,73,142,R from pub data and no or inadequate unpub data,50,,,Flexible,Licensed,Yes,Investigational,23,6,12,Others,0,No,Multi-center,Outpatients only,Yes,6,Yes,Low risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Unclear risk of bias,,0,0,l,Low risk,2,0,Moderate risk,0,0,0,0,sert,s14
403,2,vanMoffaert1995a,1,1995,1995,fluo,48,82,R from pub data and no or inadequate unpub data,48,,,Flexible,Licensed,No,Comparator,23,8,-10,Others,0,No,Multi-center,Other/Unclear/Not stated,Yes,8,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Unclear risk of bias,0,0,0,m,Moderate risk,2,0,Moderate risk,0,0,0,0,fluo,s17
403,1,vanMoffaert1995a,1,1995,1995,sert,49,83,R from pub data and no or inadequate unpub data,46,,,Flexible,Licensed,Yes,Investigational,25,8,-11,Others,0,No,Multi-center,Other/Unclear/Not stated,Yes,8,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Unclear risk of bias,,0,0,m,Moderate risk,2,0,Moderate risk,0,0,0,0,sert,s16
405,1,Ekselius1997,1,1997,1997,cita,136,200,R from pub data and no or inadequate unpub data,48,12,,Flexible,Licensed,No,Comparator,28,12,10,Others,0,No,Multi-center,Outpatients only,Yes,12,No,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,High risk of bias,Unclear risk of bias,,0,0,l,Low risk,2,0,Low risk,0,0,0,0,cita,s23
405,2,Ekselius1997,1,1997,1997,sert,139,200,R from pub data and no or inadequate unpub data,47,13,,Flexible,Licensed,Yes,Investigational,28,12,11,Others,0,No,Multi-center,Outpatients only,Yes,12,No,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,High risk of bias,Unclear risk of bias,0,0,0,l,Low risk,2,0,Moderate risk,0,0,0,0,sert,s24
407,1,Moller1998 (Hegerl1997),0,1997,1998,amit,40,79,R from pub data and no or inadequate unpub data,50,13,1,Flexible,Licensed,No,Comparator,29,6,-17,Others,0,No,Multi-center,Inpatients only,No,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,l,Low risk,2,0,Low risk,0,0,0,0,amit,s27
407,2,Moller1998 (Hegerl1997),0,1997,1998,sert,32,81,R from pub data and no or inadequate unpub data,48,13,1,Flexible,Licensed,Yes,Investigational,28,6,-14,Others,0,No,Multi-center,Inpatients only,No,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,l,Low risk,2,0,Moderate risk,0,0,0,0,sert,s28
408,2,Sechter1999,1,1999,1999,fluo,35,120,R from pub data and no or inadequate unpub data,43,11,,Flexible,Licensed,No,Comparator,25,8,,OC,0,No,Multi-center,Outpatients only,No,8,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Unclear risk of bias,,,,m,Moderate risk,2,0,Moderate risk,0,0,0,0,fluo,s30
408,1,Sechter1999,1,1999,1999,sert,48,118,R from pub data and no or inadequate unpub data,43,12,,Flexible,Licensed,Yes,Investigational,25,8,,OC,0,No,Multi-center,Outpatients only,No,8,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Unclear risk of bias,,,,m,Moderate risk,2,0,Moderate risk,0,0,0,0,sert,s29
409,2,Newhouse2000,1,2000,2000,fluo,84,119,R from pub data and no or inadequate unpub data,67,6,,Flexible,Licensed,No,Comparator,25,12,-11,Others,0,No,Multi-center,Outpatients only,Yes,12,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,m,Moderate risk,2,0,Moderate risk,0,0,0,0,fluo,s32
409,1,Newhouse2000,1,2000,2000,sert,85,117,R from pub data and no or inadequate unpub data,68,5,,Flexible,Licensed,Yes,Investigational,25,12,-11,Others,0,No,Multi-center,Outpatients only,Yes,12,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,m,Moderate risk,2,0,Moderate risk,0,0,0,0,sert,s31
410,1,Aberg-Wisted2000,1,2000,2000,paro,112,177,R from pub data and no or inadequate unpub data,,,,Flexible,Licensed,No,Comparator,31,8,-18,Others,0,No,Multi-center,Outpatients only,No,8,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,High risk of bias,Unclear risk of bias,,0,0,l,Low risk,2,0,Low risk,0,0,0,0,paro,s33
410,2,Aberg-Wisted2000,1,2000,2000,sert,111,176,R from pub data and no or inadequate unpub data,,,,Flexible,Licensed,No,Investigational,30,8,-17,Others,0,No,Multi-center,Outpatients only,No,8,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,High risk of bias,Unclear risk of bias,0,0,0,l,Low risk,2,0,Low risk,0,0,0,0,sert,s34
411,2,Moller2000,0,2000,2000,amit,71,124,R from pub data and no or inadequate unpub data,48,14,,Flexible,Licensed,No,Comparator,28,6,11,Others,0,No,Multi-center,Outpatients only,No,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,l,Low risk,2,0,Low risk,0,0,0,0,amit,s36
411,1,Moller2000,0,2000,2000,sert,51,116,R from pub data and no or inadequate unpub data,48,13,,Flexible,Licensed,Yes,Investigational,27,6,12,Others,0,No,Multi-center,Outpatients only,No,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,l,Low risk,2,0,Moderate risk,0,0,0,0,sert,s35
412,2,Lepine2000,0,2000,2000,clom,54,84,R from pub data and no or inadequate unpub data,42,,1,Flexible,Licensed,No,Comparator,30,8,13,Others,0,No,Multi-center,Outpatients only,Yes,8,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,l,Low risk,2,0,Low risk,0,0,0,0,clom,s38
412,1,Lepine2000,0,2000,2000,sert,53,82,R from pub data and no or inadequate unpub data,42,,1,Flexible,Licensed,Yes,Investigational,30,8,12,Others,0,No,Multi-center,Outpatients only,Yes,8,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,l,Low risk,2,0,Moderate risk,0,0,0,0,sert,s37
413,2,Sir2005,1,2003,2005,sert,56,79,R from pub data and no or inadequate unpub data,37,14,,Flexible,Licensed,Yes,Investigational,23,8,-16,LOCF,0,No,Multi-center,Outpatients only,Unclear,8,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,m,Moderate risk,2,0,High risk,0,0,0,0,sert,s40
413,1,Sir2005,1,2003,2005,venl,56,84,R from pub data and no or inadequate unpub data,37,12,,Flexible,Licensed,No,Comparator,24,8,-14,LOCF,0,No,Multi-center,Outpatients only,Unclear,8,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,m,Moderate risk,2,0,Moderate risk,0,0,0,0,venl,s39
414,2,Shelton2006 (NCT00179283),1,2003,2006,sert,45,82,R from pub data and no or inadequate unpub data,41,12,,Flexible,Licensed,Yes,Investigational,22,8,11,Others,0,Yes,Multi-center,Outpatients only,Unclear,8,No,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,l,Low risk,2,0,Moderate risk,0,0,0,0,sert,s42
414,1,Shelton2006 (NCT00179283),1,2003,2006,venl,49,78,R from pub data and no or inadequate unpub data,37,12,,Flexible,Licensed,Unclear,Comparator,22,8,10,Others,0,Yes,Multi-center,Outpatients only,Unclear,8,No,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,l,Low risk,2,0,Moderate risk,0,0,0,0,venl,s41
436,1,Blacker1988,0,1988,1988,amit,29,44,R imputed from pub data and no or inadequate unpub data,42,13,,Fixed,Licensed,No,Comparator,27,6,7,Others,1,No,Multi-center,Outpatients only,Unclear,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,m,Moderate risk,4,0,Moderate risk,0,0,0,0,amit,t20
436,2,Blacker1988,0,1988,1988,traz,58,112,R imputed from pub data and no or inadequate unpub data,45,13,,Fixed,Licensed,Unclear,Investigational,26,,,OC,1,No,Multi-center,Outpatients only,Unclear,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,m,Moderate risk,4,0,Moderate risk,0,0,0,0,traz,t21
437,1,Altamura1989b,0,1989,1989,amit,21,37,R imputed from pub data and no or inadequate unpub data,66,6,1,Fixed,Licensed,Unclear,Comparator,29,5,11,Others,1,No,Multi-center,Inpatients only,Unclear,5,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,l,Low risk,3,0,Moderate risk,0,0,0,0,amit,t22
437,2,Altamura1989b,0,1989,1989,traz,21,36,R imputed from pub data and no or inadequate unpub data,65,6,1,Fixed,Licensed,Unclear,Investigational,30,5,11,Others,1,No,Multi-center,Inpatients only,Unclear,5,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,l,Low risk,3,0,Moderate risk,0,0,0,0,traz,t23
438,1,Kasper2005b,0,2005,2005,paro,48,53,R from pub data and no or inadequate unpub data,44,11,1,Flexible,Licensed,Unclear,Comparator,21,8,-15,LOCF,0,No,Multi-center,Outpatients only,Yes,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,l,Low risk,2,0,Moderate risk,0,0,0,0,paro,t24
438,2,Kasper2005b,0,2005,2005,traz,48,55,R from pub data and no or inadequate unpub data,44,12,1,Flexible,Licensed,Unclear,Investigational,21,8,-15,LOCF,0,No,Multi-center,Outpatients only,Yes,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,l,Low risk,2,0,Moderate risk,0,0,0,0,traz,t25
439,1,Munizza2006,0,2006,2006,sert,37,60,R from pub data and no or inadequate unpub data,47,11,1,Flexible,Licensed,No,Comparator,22,6,10,LOCF,0,No,Multi-center,Outpatients only,Unclear,6,Yes,Low risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,l,Low risk,2,0,Low risk,0,0,0,0,sert,t26
439,2,Munizza2006,0,2006,2006,traz,46,62,R from pub data and no or inadequate unpub data,45,12,1,Flexible,Licensed,Yes,Investigational,22,6,9,LOCF,0,No,Multi-center,Outpatients only,Unclear,6,Yes,Low risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,l,Low risk,2,0,Moderate risk,0,0,0,0,traz,t27
457,1,Clerc1994,1,1994,1994,fluo,17,34,R from pub data and no or inadequate unpub data,54,,,Fixed,Licensed,No,Comparator,30,6,17,Others,0,No,Multi-center,Inpatients only,Yes,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,m,Moderate risk,2,0,Moderate risk,0,0,0,0,fluo,v033
457,2,Clerc1994,1,1994,1994,venl,24,34,R from pub data and no or inadequate unpub data,49,,,Fixed,Licensed,Yes,Investigational,29,6,11,Others,0,No,Multi-center,Inpatients only,Yes,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,m,Moderate risk,2,0,High risk,0,0,0,0,venl,v034
460,1,Dierick1996,1,1994,1996,fluo,95,161,R from pub data and no or inadequate unpub data,43,13,1,Fixed,Licensed,No,Comparator,27,8,12,Others,0,No,Multi-center,Outpatients only,Unclear,8,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,m,Moderate risk,2,0,Moderate risk,0,0,0,0,fluo,v039
460,2,Dierick1996,1,1994,1996,venl,107,153,R from pub data and no or inadequate unpub data,44,13,1,Flexible,Licensed,Yes,Investigational,27,8,11,Others,0,No,Multi-center,Outpatients only,Unclear,8,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,m,Moderate risk,2,0,Moderate risk,0,0,0,0,venl,v040
464,1,Tylee1997,1,1997,1997,fluo,58,170,R from pub data and no or inadequate unpub data,46,14,1,Fixed,Licensed,No,Comparator,23,,,OC,0,No,Multi-center,Outpatients only,Unclear,12,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,m,Moderate risk,2,0,Moderate risk,0,0,0,0,fluo,v048
