studyID,armID,manga,drug_name,Responders,Ntotal,age_mean,age_sd,pub_year,RoB,_Female,Dosing_schedule,Dose_range,Sponsoredbythisdrugcompanyo,Investigational_Comparator,study_year,Published,study_name,ascale,baseline_mean,V,mean_efficacy,Imputation,IMPUTEDresp,Unpublished,Recruitment,type,Patient_status,Placebo_run_in,weeks,Rescue_med,Sequence_generation,Allocation_concealment,Blinding_participant,Blinding_therapist,Blinding_assessor,AP,Selective_reporting_bias,dropoutSTUDY,dropoutARM,dropoutDIFF,OverallRoB,Narms,PLAprop,Overall_arm_RoB,PC,PLAprob,PC2,PC3,t,rowID
342,1,1,paro,24,55,44,12,1994,m,0,Flexible,Licensed,Yes,Investigational,1992,R can come both from pub and unpub data and match,Ansseau1994a (MY-1005/BRL-029060/1/CPMS-112),HAMD21,26,6,-13,Others,0,Yes,Europe,Multi-center,Other/Unclear/Not stated,Yes,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,,0,0,Moderate risk,2,0,Moderate risk,0,0,0,0,paro,p083
343,2,1,fluo,26,50,44,12,1993,l,,Flexible,Licensed,No,Comparator,1993,R from pub data and no or inadequate unpub data,DeWilde1993,HAMD21,28,6,-15,Others,0,No,Europe,Multi-center,Other/Unclear/Not stated,Yes,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,Low risk of bias,Low risk of bias,0,0,0,Low risk,2,0,Low risk,0,0,0,0,fluo,p086
343,1,1,paro,25,49,44,13,1993,l,,Flexible,Licensed,Yes,Investigational,1993,R from pub data and no or inadequate unpub data,DeWilde1993,HAMD21,27,6,-17,Others,0,No,Europe,Multi-center,Other/Unclear/Not stated,Yes,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,Low risk of bias,Low risk of bias,,0,0,Low risk,2,0,Moderate risk,0,0,0,0,paro,p085
344,2,1,fluo,27,45,40,12,1993,l,,Flexible,Licensed,No,Comparator,1993,R from pub data and no or inadequate unpub data,Gagiano1993,HAMD21,25,6,-13,Others,0,No,Africa,Single center,Outpatients only,Yes,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,Low risk of bias,Low risk of bias,0,0,0,Low risk,2,0,Low risk,0,0,0,0,fluo,p088
344,1,1,paro,30,45,38,13,1993,l,,Flexible,Licensed,Yes,Investigational,1993,R from pub data and no or inadequate unpub data,Gagiano1993,HAMD21,25,6,-15,Others,0,No,Africa,Single center,Outpatients only,Yes,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,Low risk of bias,Low risk of bias,,0,0,Low risk,2,0,Moderate risk,0,0,0,0,paro,p087
347,2,0,fluo,32,70,41,2,,m,,Fixed,Licensed,No,Comparator,1994,No pub data and R from unpub data,29060/356,HAMD17,24,8,13,Others,1,Yes,Australia,Multi-center,Both,Unclear,8,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,0,0,0,Moderate risk,2,0,Moderate risk,0,0,0,0,fluo,p094
347,1,0,paro,33,68,42,2,,m,,Fixed,Licensed,Yes,Investigational,1994,No pub data and R from unpub data,29060/356,HAMD17,25,8,12,Others,1,Yes,Australia,Multi-center,Both,Unclear,8,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,,0,0,Moderate risk,2,0,Moderate risk,0,0,0,0,paro,p093
348,2,0,amit,80,118,41,13,,l,1,Fixed,Licensed,No,Comparator,1994,No pub data and R from unpub data,SER-CHN-1,HAMDunspecified,27,6,6,Others,0,Yes,Asia,Multi-center,Other/Unclear/Not stated,Unclear,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,0,0,0,Low risk,2,0,Low risk,0,0,0,0,amit,p096
348,1,0,paro,94,113,40,13,,l,1,Flexible,Licensed,Yes,Investigational,1994,No pub data and R from unpub data,SER-CHN-1,HAMDunspecified,27,6,6,Others,0,Yes,Asia,Multi-center,Other/Unclear/Not stated,Unclear,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,,0,0,Low risk,2,0,Moderate risk,0,0,0,0,paro,p095
350,2,0,amit,46,75,47,11,1993,m,,Flexible,Licensed,No,Comparator,1989,R can come both from pub and unpub data and match,"Moller1993 (Stuppaeck1994, MY-059.073/29060/1)",HAMD21,29,6,-15,Others,0,Yes,Europe,Multi-center,Inpatients only,Yes,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,0,0,0,Moderate risk,2,0,Moderate risk,0,0,0,0,amit,p100
350,1,0,paro,43,78,48,12,1993,m,,Flexible,Licensed,Yes,Investigational,1989,R can come both from pub and unpub data and match,"Moller1993 (Stuppaeck1994, MY-059.073/29060/1)",HAMD21,29,6,-16,Others,0,Yes,Europe,Multi-center,Inpatients only,Yes,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,,0,0,Moderate risk,2,0,Moderate risk,0,0,0,0,paro,p099
351,2,0,amit,48,73,,,1996,l,,Flexible,Licensed,Unclear,Comparator,1996,R from pub data and no or inadequate unpub data,Christiansen1996,HAMD17,24,8,7,Others,0,No,Europe,Multi-center,Outpatients only,Unclear,8,Unclear,Low risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,Low risk,2,0,Moderate risk,0,0,0,0,amit,p102
351,1,0,paro,46,71,,,1996,l,,Flexible,Licensed,Unclear,Investigational,1996,R from pub data and no or inadequate unpub data,Christiansen1996,HAMD17,24,8,8,Others,0,No,Europe,Multi-center,Outpatients only,Unclear,8,Unclear,Low risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,Low risk,2,0,Moderate risk,0,0,0,0,paro,p101
356,2,0,clom,317,506,42,13,1997,m,1,Flexible,Licensed,No,Comparator,1994,R can come both from pub and unpub data and match,Ravindran1997 (MY-1055/BRL-029060/1/CPMS-245 PAR 245),MADRS,29,8,-17,Others,0,Yes,,Multi-center,Other/Unclear/Not stated,Yes,12,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,0,0,0,Moderate risk,2,0,Moderate risk,0,0,0,0,clom,p115
356,1,0,paro,328,513,43,13,1997,m,1,Flexible,Licensed,Yes,Investigational,1994,R can come both from pub and unpub data and match,Ravindran1997 (MY-1055/BRL-029060/1/CPMS-245 PAR 245),MADRS,30,8,-17,Others,0,Yes,,Multi-center,Other/Unclear/Not stated,Yes,12,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,,0,0,Moderate risk,2,0,Moderate risk,0,0,0,0,paro,p114
359,2,1,fluo,67,101,41,11,1999,l,,Flexible,Licensed,No,Comparator,1999,R can come both from pub and unpub data and match,Chouinard1999 (29060/131),HAMD21,25,12,-15,Others,0,Yes,North America,Multi-center,Other/Unclear/Not stated,Yes,12,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,Low risk of bias,Low risk of bias,0,0,0,Low risk,2,0,Low risk,0,0,0,0,fluo,p122
359,1,1,paro,67,102,41,11,1999,l,,Flexible,Licensed,Yes,investigational,1999,R can come both from pub and unpub data and match,Chouinard1999 (29060/131),HAMD21,26,12,-14,Others,0,Yes,North America,Multi-center,Other/Unclear/Not stated,Yes,12,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,Low risk of bias,Low risk of bias,,0,0,Low risk,2,0,Moderate risk,0,0,0,0,paro,p121
360,1,0,paro,65,116,39,14,2000,l,,Flexible,Licensed,Yes,Investigational,2000,R from pub data and no or inadequate unpub data,Tsutsui2000,HAMD17,24,6,-12,Others,0,No,Asia,Multi-center,Both,No,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,High risk of bias,Low risk of bias,,0,0,Low risk,2,0,Moderate risk,0,0,0,0,paro,p123
360,2,0,traz,45,109,39,13,2000,l,,Flexible,Licensed,No,Comparator,2000,R from pub data and no or inadequate unpub data,Tsutsui2000,HAMD17,24,6,-10,Others,0,No,Asia,Multi-center,Both,No,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,High risk of bias,Low risk of bias,0,0,0,Low risk,2,0,Low risk,0,0,0,0,traz,p124
361,2,0,amit,54,119,47,14,2000,l,,Flexible,Licensed,No,Comparator,2000,R from pub data and no or inadequate unpub data,Miura2000,HAMD17,24,6,-11,Others,0,No,Asia,Multi-center,Both,No,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,High risk of bias,Low risk of bias,0,0,0,Low risk,2,0,Low risk,0,0,0,0,amit,p126
361,1,0,paro,42,109,46,14,2000,l,,Flexible,Licensed,Yes,Investigational,2000,R from pub data and no or inadequate unpub data,Miura2000,HAMD17,24,6,-9,Others,0,No,Asia,Multi-center,Both,No,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,High risk of bias,Low risk of bias,,0,0,Low risk,2,0,Moderate risk,0,0,0,0,paro,p125
364,2,1,fluo,35,119,75,7,2002,m,,Flexible,Licensed,No,Comparator,2002,R imputed from pub data and no or inadequate unpub data,Cassano2002 (29060/421),HAMDunspecified,23,6,16,Others,1,Yes,Europe,Multi-center,Outpatients only,Yes,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,High risk of bias,Unclear risk of bias,0,0,0,Moderate risk,2,0,Moderate risk,0,0,0,0,fluo,p136
364,1,1,paro,50,123,76,7,2002,m,,Flexible,Licensed,Yes,Investigational,2002,R imputed from pub data and no or inadequate unpub data,Cassano2002 (29060/421),HAMDunspecified,23,6,13,Others,1,Yes,Europe,Multi-center,Outpatients only,Yes,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,High risk of bias,Unclear risk of bias,,0,0,Moderate risk,2,0,Moderate risk,0,0,0,0,paro,p135
383,2,1,fluo,64,89,44,12,1997,m,1,Flexible,Licensed,No,Comparator,1993,R can come both from pub and unpub data but do not match,Bosc1997b (Study 016 - Massana 1999),HAMD21,27,8,11,Others,0,Yes,,Multi-center,Both,Unclear,8,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Unclear risk of bias,Low risk of bias,0,0,0,Moderate risk,2,0,Moderate risk,0,0,0,0,fluo,r08
383,1,1,rebo,59,79,44,13,1997,m,1,Flexible,Licensed,Yes,Investigational,1993,R can come both from pub and unpub data but do not match,Bosc1997b (Study 016 - Massana 1999),HAMD21,29,8,9,Others,0,Yes,,Multi-center,Both,Unclear,8,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Unclear risk of bias,Low risk of bias,,0,0,Moderate risk,2,0,Moderate risk,0,0,0,0,rebo,r07
389,2,0,paro,100,166,45,11,2006,m,1,Flexible,Licensed,No,Comparator,2000,Inadequate pub data and R from unpub data,Baldwin2006a (97-CRBX-052 - Study 052),HAMD17,24,8,-13,Others,0,Yes,Europe,Multi-center,Other/Unclear/Not stated,Unclear,8,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,0,0,0,Moderate risk,2,0,Moderate risk,0,0,0,0,paro,r24
389,1,0,rebo,80,159,42,12,2006,m,1,Flexible,Licensed,Yes,Investigational,2000,Inadequate pub data and R from unpub data,Baldwin2006a (97-CRBX-052 - Study 052),HAMD17,24,8,-12,Others,0,Yes,Europe,Multi-center,Other/Unclear/Not stated,Unclear,8,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,,0,0,Moderate risk,2,0,High risk,0,0,0,0,rebo,r23
392,2,1,cita,98,176,42,12,2006,m,1,Flexible,Licensed,No,Comparator,2006,No pub data and R from unpub data,Study 043,HAMD21,27,6,-15,LOCF,0,Yes,Europe,Multi-center,Outpatients only,Unclear,24,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Unclear risk of bias,0,0,0,Moderate risk,2,0,Moderate risk,0,0,0,0,cita,r32
392,1,1,rebo,77,183,43,13,2006,m,1,Flexible,Licensed,Yes,Investigational,2006,No pub data and R from unpub data,Study 043,HAMD21,27,6,-13,LOCF,0,Yes,Europe,Multi-center,Outpatients only,Unclear,24,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Unclear risk of bias,,0,0,Moderate risk,2,0,Moderate risk,0,0,0,0,rebo,r31
393,1,0,rebo,45,80,42,,2002,m,1,Flexible,Licensed,Unclear,Investigational,2002,R from pub data and no or inadequate unpub data,Schwartz2002 (iQWIG),HAMD17,29,8,13,Others,0,No,,Multi-center,Other/Unclear/Not stated,Unclear,8,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,,,Moderate risk,2,0,Moderate risk,0,0,0,0,rebo,r33
393,2,0,venl,48,87,42,,2002,m,1,Flexible,Licensed,Unclear,Unclear,2002,R from pub data and no or inadequate unpub data,Schwartz2002 (iQWIG),HAMD17,29,8,12,Others,0,No,,Multi-center,Other/Unclear/Not stated,Unclear,8,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,,,Moderate risk,2,0,Moderate risk,0,0,0,0,venl,r34
395,2,0,fluo,23,42,36,13,,l,1,Flexible,Licensed,No,Comparator,2001,No pub data and R from unpub data,Studie032 (M2020/0032),HAMD21,28,8,-15,LOCF,0,Yes,Asia,Multi-center,Both,Yes,8,Yes,Low risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,0,0,0,Low risk,2,0,Low risk,0,0,0,0,fluo,r38
395,1,0,rebo,21,43,41,15,,l,1,Flexible,Licensed,Yes,Investigational,2001,No pub data and R from unpub data,Studie032 (M2020/0032),HAMD21,27,8,-14,LOCF,0,Yes,Asia,Multi-center,Both,Yes,8,Yes,Low risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,,0,0,Low risk,2,0,Moderate risk,0,0,0,0,rebo,r37
397,2,0,amit,40,80,71,,1990,m,0,Flexible,Licensed,No,Unclear,1990,R from pub data and no or inadequate unpub data,Cohn1990,HAMD17,25,8,-14,Others,0,No,North America,Multi-center,Outpatients only,Yes,8,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,1,0,Moderate risk,2,0,Moderate risk,0,0,0,0,amit,s05
397,1,0,sert,84,161,70,,1990,m,0,Flexible,Licensed,Unclear,Unclear,1990,R from pub data and no or inadequate unpub data,Cohn1990,HAMD17,24,8,-13,Others,0,No,North America,Multi-center,Outpatients only,Yes,8,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,Moderate risk,2,0,Moderate risk,0,0,0,0,sert,s04
398,2,1,fluo,26,56,59,17,1993,m,,Flexible,Licensed,No,Comparator,1993,R imputed from pub data and no or inadequate unpub data,Aguglia1993,HAMD17,25,8,11,Others,1,No,Europe,Multi-center,Outpatients only,Yes,8,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,High risk of bias,Low risk of bias,0,1,0,Moderate risk,2,0,Moderate risk,0,0,0,0,fluo,s07
398,1,1,sert,35,52,58,16,1993,m,,Flexible,Licensed,No,Investigational,1993,R imputed from pub data and no or inadequate unpub data,Aguglia1993,HAMD17,25,8,9,Others,1,No,Europe,Multi-center,Outpatients only,Yes,8,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,High risk of bias,Low risk of bias,,0,0,Moderate risk,2,0,Moderate risk,0,0,0,0,sert,s06
399,2,0,amit,17,34,47,12,1994,l,1,Flexible,Licensed,Unclear,Comparator,1994,R imputed from pub data and no or inadequate unpub data,Bersani1994,HAMD21,32,8,16,OC,1,No,Europe,Unclear,Outpatients only,Unclear,8,No,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,Low risk,2,0,Moderate risk,0,0,0,0,amit,s09
399,1,0,sert,18,34,47,12,1994,l,1,Flexible,Licensed,Unclear,Investigational,1994,R imputed from pub data and no or inadequate unpub data,Bersani1994,HAMD21,33,8,16,OC,1,No,Europe,Unclear,Outpatients only,Unclear,8,No,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,Low risk,2,0,Moderate risk,0,0,0,0,sert,s08
400,2,0,clom,29,55,45,,1994,m,1,Flexible,Licensed,No,Comparator,1994,R from pub data and no or inadequate unpub data,Moon1994,HAMD17,23,6,-11,Others,0,No,Europe,Multi-center,Outpatients only,Yes,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,,,Moderate risk,,0,Moderate risk,0,0,0,0,clom,s11
400,1,0,sert,28,51,42,,1994,m,0,Flexible,Licensed,Yes,Investigational,1994,R from pub data and no or inadequate unpub data,Moon1994,HAMD17,24,6,-13,Others,0,No,Europe,Multi-center,Outpatients only,Yes,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,,,Moderate risk,,0,Moderate risk,0,0,0,0,sert,s10
402,2,1,fluo,63,144,50,,1995,l,,Flexible,Licensed,No,Comparator,1995,R from pub data and no or inadequate unpub data,Bennie1995,HAMD17,23,6,13,Others,0,No,Europe,Multi-center,Outpatients only,Yes,6,Yes,Low risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Unclear risk of bias,0,0,0,Low risk,2,0,Low risk,0,0,0,0,fluo,s15
402,1,1,sert,73,142,50,,1995,l,,Flexible,Licensed,Yes,Investigational,1995,R from pub data and no or inadequate unpub data,Bennie1995,HAMD17,23,6,12,Others,0,No,Europe,Multi-center,Outpatients only,Yes,6,Yes,Low risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Unclear risk of bias,,0,0,Low risk,2,0,Moderate risk,0,0,0,0,sert,s14
403,2,1,fluo,48,82,48,,1995,m,,Flexible,Licensed,No,Comparator,1995,R from pub data and no or inadequate unpub data,vanMoffaert1995a,HAMD17,23,8,-10,Others,0,No,Europe,Multi-center,Other/Unclear/Not stated,Yes,8,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Unclear risk of bias,0,0,0,Moderate risk,2,0,Moderate risk,0,0,0,0,fluo,s17
403,1,1,sert,49,83,46,,1995,m,,Flexible,Licensed,Yes,Investigational,1995,R from pub data and no or inadequate unpub data,vanMoffaert1995a,HAMD17,25,8,-11,Others,0,No,Europe,Multi-center,Other/Unclear/Not stated,Yes,8,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Unclear risk of bias,,0,0,Moderate risk,2,0,Moderate risk,0,0,0,0,sert,s16
405,1,1,cita,136,200,48,12,1997,l,,Flexible,Licensed,No,Comparator,1997,R from pub data and no or inadequate unpub data,Ekselius1997,MADRS,28,12,10,Others,0,No,Europe,Multi-center,Outpatients only,Yes,12,No,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,High risk of bias,Unclear risk of bias,,0,0,Low risk,2,0,Low risk,0,0,0,0,cita,s23
405,2,1,sert,139,200,47,13,1997,l,,Flexible,Licensed,Yes,Investigational,1997,R from pub data and no or inadequate unpub data,Ekselius1997,MADRS,28,12,11,Others,0,No,Europe,Multi-center,Outpatients only,Yes,12,No,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,High risk of bias,Unclear risk of bias,0,0,0,Low risk,2,0,Moderate risk,0,0,0,0,sert,s24
407,1,0,amit,40,79,50,13,1998,l,1,Flexible,Licensed,No,Comparator,1997,R from pub data and no or inadequate unpub data,Moller1998 (Hegerl1997),HAMD21,29,6,-17,Others,0,No,Europe,Multi-center,Inpatients only,No,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,Low risk,2,0,Low risk,0,0,0,0,amit,s27
407,2,0,sert,32,81,48,13,1998,l,1,Flexible,Licensed,Yes,Investigational,1997,R from pub data and no or inadequate unpub data,Moller1998 (Hegerl1997),HAMD21,28,6,-14,Others,0,No,Europe,Multi-center,Inpatients only,No,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,Low risk,2,0,Moderate risk,0,0,0,0,sert,s28
408,2,1,fluo,35,120,43,11,1999,m,,Flexible,Licensed,No,Comparator,1999,R from pub data and no or inadequate unpub data,Sechter1999,HAMD17,25,8,,OC,0,No,Europe,Multi-center,Outpatients only,No,8,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Unclear risk of bias,,,,Moderate risk,2,0,Moderate risk,0,0,0,0,fluo,s30
408,1,1,sert,48,118,43,12,1999,m,,Flexible,Licensed,Yes,Investigational,1999,R from pub data and no or inadequate unpub data,Sechter1999,HAMD17,25,8,,OC,0,No,Europe,Multi-center,Outpatients only,No,8,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Unclear risk of bias,,,,Moderate risk,2,0,Moderate risk,0,0,0,0,sert,s29
409,2,1,fluo,84,119,67,6,2000,m,,Flexible,Licensed,No,Comparator,2000,R from pub data and no or inadequate unpub data,Newhouse2000,HAMD24,25,12,-11,Others,0,No,North America,Multi-center,Outpatients only,Yes,12,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,Moderate risk,2,0,Moderate risk,0,0,0,0,fluo,s32
409,1,1,sert,85,117,68,5,2000,m,,Flexible,Licensed,Yes,Investigational,2000,R from pub data and no or inadequate unpub data,Newhouse2000,HAMD24,25,12,-11,Others,0,No,North America,Multi-center,Outpatients only,Yes,12,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,Moderate risk,2,0,Moderate risk,0,0,0,0,sert,s31
410,1,1,paro,112,177,,,2000,l,,Flexible,Licensed,No,Comparator,2000,R from pub data and no or inadequate unpub data,Aberg-Wisted2000,MADRS,31,8,-18,Others,0,No,Europe,Multi-center,Outpatients only,No,8,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,High risk of bias,Unclear risk of bias,,0,0,Low risk,2,0,Low risk,0,0,0,0,paro,s33
410,2,1,sert,111,176,,,2000,l,,Flexible,Licensed,No,Investigational,2000,R from pub data and no or inadequate unpub data,Aberg-Wisted2000,MADRS,30,8,-17,Others,0,No,Europe,Multi-center,Outpatients only,No,8,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,High risk of bias,Unclear risk of bias,0,0,0,Low risk,2,0,Low risk,0,0,0,0,sert,s34
411,2,0,amit,71,124,48,14,2000,l,,Flexible,Licensed,No,Comparator,2000,R from pub data and no or inadequate unpub data,Moller2000,HAMD21,28,6,11,Others,0,No,Europe,Multi-center,Outpatients only,No,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,Low risk,2,0,Low risk,0,0,0,0,amit,s36
411,1,0,sert,51,116,48,13,2000,l,,Flexible,Licensed,Yes,Investigational,2000,R from pub data and no or inadequate unpub data,Moller2000,HAMD21,27,6,12,Others,0,No,Europe,Multi-center,Outpatients only,No,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,Low risk,2,0,Moderate risk,0,0,0,0,sert,s35
412,2,0,clom,54,84,42,,2000,l,1,Flexible,Licensed,No,Comparator,2000,R from pub data and no or inadequate unpub data,Lepine2000,HAMD17,30,8,13,Others,0,No,,Multi-center,Outpatients only,Yes,8,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,Low risk,2,0,Low risk,0,0,0,0,clom,s38
412,1,0,sert,53,82,42,,2000,l,1,Flexible,Licensed,Yes,Investigational,2000,R from pub data and no or inadequate unpub data,Lepine2000,HAMD17,30,8,12,Others,0,No,,Multi-center,Outpatients only,Yes,8,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,Low risk,2,0,Moderate risk,0,0,0,0,sert,s37
413,2,1,sert,56,79,37,14,2005,m,,Flexible,Licensed,Yes,Investigational,2003,R from pub data and no or inadequate unpub data,Sir2005,HAMD17,23,8,-16,LOCF,0,No,,Multi-center,Outpatients only,Unclear,8,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,Moderate risk,2,0,High risk,0,0,0,0,sert,s40
413,1,1,venl,56,84,37,12,2005,m,,Flexible,Licensed,No,Comparator,2003,R from pub data and no or inadequate unpub data,Sir2005,HAMD17,24,8,-14,LOCF,0,No,,Multi-center,Outpatients only,Unclear,8,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,Moderate risk,2,0,Moderate risk,0,0,0,0,venl,s39
414,2,1,sert,45,82,41,12,2006,l,,Flexible,Licensed,Yes,Investigational,2003,R from pub data and no or inadequate unpub data,Shelton2006 (NCT00179283),HAMD17,22,8,11,Others,0,Yes,North America,Multi-center,Outpatients only,Unclear,8,No,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,Low risk,2,0,Moderate risk,0,0,0,0,sert,s42
